page_id,page_name,disclaimer,amount_spent_eur,number_of_ads_in_library,fb_page,fbad_page,party,coder,other
542359679187058,VVD Het Hogeland,NA,NA,NA,https://www.facebook.com/542359679187058,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=542359679187058&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
547661161996857,Partij van de Arbeid Woensdrecht,NA,NA,NA,https://www.facebook.com/547661161996857,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=547661161996857&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
550239991805691,GroenLinks Oss,NA,NA,NA,https://www.facebook.com/550239991805691,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=550239991805691&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
551955401505079,D66 Middelburg,NA,NA,NA,https://www.facebook.com/551955401505079,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=551955401505079&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
553284941850879,Alexander Kreule VVD,NA,NA,NA,https://www.facebook.com/553284941850879,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=553284941850879&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
555679867783372,SP Bernheze,NA,NA,NA,https://www.facebook.com/555679867783372,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=555679867783372&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
556182444396338,Jonge Democraten Utrecht,NA,NA,NA,https://www.facebook.com/556182444396338,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=556182444396338&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
560182477659896,Stan Peters PvdA,NA,NA,NA,https://www.facebook.com/560182477659896,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=560182477659896&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
562357297179689,ChristenUnie Apeldoorn,NA,NA,NA,https://www.facebook.com/562357297179689,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=562357297179689&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Double Check,
562459247528401,Peter van Kessel,NA,NA,NA,https://www.facebook.com/562459247528401,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=562459247528401&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
564725660245239,PvdA Maassluis,NA,NA,NA,https://www.facebook.com/564725660245239,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=564725660245239&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
571333213225618,Mr. Hans van Mierlo Stichting,NA,NA,NA,https://www.facebook.com/571333213225618,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=571333213225618&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
571432623341874,SP Purmerend,NA,NA,NA,https://www.facebook.com/571432623341874,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=571432623341874&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
573092316220069,GroenLinks Drenthe,NA,NA,NA,https://www.facebook.com/573092316220069,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=573092316220069&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
581269312322294,Anita Pannebakker D66,NA,NA,NA,https://www.facebook.com/581269312322294,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=581269312322294&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
583900934989488,PvdA-Harderwijk,NA,NA,NA,https://www.facebook.com/583900934989488,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=583900934989488&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
589938234422084,PvdA Zoetermeer,NA,NA,NA,https://www.facebook.com/589938234422084,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=589938234422084&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
590372277656268,VVD Heerenveen,NA,NA,NA,https://www.facebook.com/590372277656268,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=590372277656268&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
599313950125078,CDA Kerkrade,NA,NA,NA,https://www.facebook.com/599313950125078,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=599313950125078&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
604919512865485,VVD Wijdemeren,NA,NA,NA,https://www.facebook.com/604919512865485,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=604919512865485&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
610561445683906,CDA Mill en Sint Hubert,NA,NA,NA,https://www.facebook.com/610561445683906,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=610561445683906&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
610950552253067,"DWARS, GroenLinkse Jongeren",NA,NA,NA,https://www.facebook.com/610950552253067,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=610950552253067&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
613711391989275,Pvda Montferland,NA,NA,NA,https://www.facebook.com/613711391989275,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=613711391989275&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
616257468385419,CDA Haarlem,NA,NA,NA,https://www.facebook.com/616257468385419,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=616257468385419&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
616490005068036,PvdA Medemblik,NA,NA,NA,https://www.facebook.com/616490005068036,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=616490005068036&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
617251821650596,D66 Harderwijk/Hierden,NA,NA,NA,https://www.facebook.com/617251821650596,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=617251821650596&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
618699471497068,CDA Drimmelen,NA,NA,NA,https://www.facebook.com/618699471497068,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=618699471497068&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
626270210729407,CDA Purmerend,NA,NA,NA,https://www.facebook.com/626270210729407,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=626270210729407&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
628289240576959,D66 Boxtel,NA,NA,NA,https://www.facebook.com/628289240576959,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=628289240576959&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
628535584020989,DENK Eindhoven,NA,NA,NA,https://www.facebook.com/628535584020989,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=628535584020989&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,DENK,Double Check,
630170627073175,CDA Valkenburg a/d Geul,NA,NA,NA,https://www.facebook.com/630170627073175,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=630170627073175&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
630864096938801,PvdA Smallingerland,NA,NA,NA,https://www.facebook.com/630864096938801,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=630864096938801&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
642930529119017,D66 Internationaal,NA,NA,NA,https://www.facebook.com/642930529119017,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=642930529119017&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
644446145669723,SP Enschede,NA,NA,NA,https://www.facebook.com/644446145669723,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=644446145669723&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
647389765316921,Peter van Dalen,NA,NA,NA,https://www.facebook.com/647389765316921,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=647389765316921&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Double Check,
661049547329075,GroenLinks Lochem,NA,NA,NA,https://www.facebook.com/661049547329075,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=661049547329075&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
667585943263634,Pvda Alkmaar,NA,NA,NA,https://www.facebook.com/667585943263634,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=667585943263634&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
669907336364750,D66 Steenwijkerland,NA,NA,NA,https://www.facebook.com/669907336364750,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=669907336364750&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
671037142966257,SGP Nunspeet,NA,NA,NA,https://www.facebook.com/671037142966257,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=671037142966257&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SGP,Double Check,
686529124720085,CDA West Maas en Waal,NA,NA,NA,https://www.facebook.com/686529124720085,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=686529124720085&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
689730844383927,VVD Lochem,NA,NA,NA,https://www.facebook.com/689730844383927,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=689730844383927&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
692001597477360,DWARS Groningen,NA,NA,NA,https://www.facebook.com/692001597477360,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=692001597477360&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
698044973586589,Groenlinks Baarn,NA,NA,NA,https://www.facebook.com/698044973586589,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=698044973586589&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
699014280188216,SP Noord-Holland,NA,NA,NA,https://www.facebook.com/699014280188216,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=699014280188216&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
703877319733931,GroenLinks Zoetermeer,NA,NA,NA,https://www.facebook.com/703877319733931,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=703877319733931&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
715536175131982,VVD Venray,NA,NA,NA,https://www.facebook.com/715536175131982,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=715536175131982&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
717249231795539,BIJ1,NA,NA,NA,https://www.facebook.com/717249231795539,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=717249231795539&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BIJ1,Double Check,
721812541177719,VVD Kirchroa,NA,NA,NA,https://www.facebook.com/721812541177719,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=721812541177719&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
731311010222651,VVD Aalsmeer,NA,NA,NA,https://www.facebook.com/731311010222651,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=731311010222651&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
748985915209148,CDA Boxtel,NA,NA,NA,https://www.facebook.com/748985915209148,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=748985915209148&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
759417477428801,PvdA Zeeland,NA,NA,NA,https://www.facebook.com/759417477428801,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=759417477428801&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
760125597332468,CDA Zwijndrecht,NA,NA,NA,https://www.facebook.com/760125597332468,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=760125597332468&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
764061133777036,Agnes Jongerius,NA,NA,NA,https://www.facebook.com/764061133777036,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=764061133777036&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
77106680798,D66 Amersfoort,NA,NA,NA,https://www.facebook.com/77106680798,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=77106680798&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
771521899540181,CDA Bergen op Zoom,NA,NA,NA,https://www.facebook.com/771521899540181,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=771521899540181&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
773700796038689,CDA Provincie Groningen,NA,NA,NA,https://www.facebook.com/773700796038689,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=773700796038689&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
783192395169199,VVD Waterland,NA,NA,NA,https://www.facebook.com/783192395169199,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=783192395169199&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
795630170492563,D66 Son en Breugel,NA,NA,NA,https://www.facebook.com/795630170492563,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=795630170492563&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
806683962693581,VVD Papendrecht,NA,NA,NA,https://www.facebook.com/806683962693581,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=806683962693581&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
808087532599076,50plus Noord Brabant,NA,NA,NA,https://www.facebook.com/808087532599076,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=808087532599076&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,50PLUS,Double Check,
818385898182914,VVD Fryslan,NA,NA,NA,https://www.facebook.com/818385898182914,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=818385898182914&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
823097471184627,Lenny Putman,NA,NA,NA,https://www.facebook.com/823097471184627,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=823097471184627&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
823537391322678,Henk Jan Ormel,NA,NA,NA,https://www.facebook.com/823537391322678,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=823537391322678&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
825800654145354,Martijn van Helvert,NA,NA,NA,https://www.facebook.com/825800654145354,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=825800654145354&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
828124077223507,VVD Wijk Bij Duurstede,NA,NA,NA,https://www.facebook.com/828124077223507,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=828124077223507&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
850253651682648,Partij voor de Dieren Flevoland,NA,NA,NA,https://www.facebook.com/850253651682648,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=850253651682648&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdD,Double Check,
852631531480102,VVD Voerendaal,NA,NA,NA,https://www.facebook.com/852631531480102,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=852631531480102&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
853228418123320,VVD Drimmelen,NA,NA,NA,https://www.facebook.com/853228418123320,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=853228418123320&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
862823187132723,PvdA Westland,NA,NA,NA,https://www.facebook.com/862823187132723,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=862823187132723&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
873148779417275,GroenLinks Lutty van den Berg,NA,NA,NA,https://www.facebook.com/873148779417275,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=873148779417275&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
888203524868856,GroenLinks Veldhoven,NA,NA,NA,https://www.facebook.com/888203524868856,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=888203524868856&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
890769134318110,CDA Zwolle,NA,NA,NA,https://www.facebook.com/890769134318110,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=890769134318110&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
897610483722357,Boaz Adank,NA,NA,NA,https://www.facebook.com/897610483722357,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=897610483722357&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
906928256312779,GroenLinks Best,NA,NA,NA,https://www.facebook.com/906928256312779,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=906928256312779&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
920592431361475,CDA Den Helder,NA,NA,NA,https://www.facebook.com/920592431361475,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=920592431361475&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
920935371318767,De Veldhovense VVD,NA,NA,NA,https://www.facebook.com/920935371318767,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=920935371318767&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
921841297985499,Jeroen Janssen - kandidaat Europarlementariër,NA,NA,NA,https://www.facebook.com/921841297985499,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=921841297985499&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
937513793002837,VVD Zaanstad,NA,NA,NA,https://www.facebook.com/937513793002837,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=937513793002837&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
939048969472738,GroenLinks Bloemendaal,NA,NA,NA,https://www.facebook.com/939048969472738,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=939048969472738&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
945761432159312,VVD Voorne,NA,NA,NA,https://www.facebook.com/945761432159312,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=945761432159312&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
957516271079756,PVV Dordrecht,NA,NA,NA,https://www.facebook.com/957516271079756,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=957516271079756&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PVV,Double Check,
971443309666536,VVD Tytsjerksteradiel,NA,NA,NA,https://www.facebook.com/971443309666536,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=971443309666536&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
995464427271491,GroenLinks Weststellingwerf,NA,NA,NA,https://www.facebook.com/995464427271491,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=995464427271491&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
101808345034398,Robert Veldhuis BBB,NA,NA,NA,https://www.facebook.com/101808345034398,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=101808345034398&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BBB,Double Check,
392732001145937,Amsterdam BIJ1,NA,NA,NA,https://www.facebook.com/392732001145937,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=392732001145937&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BIJ1,Double Check,
115522827019743,Rebekka Timmer,NA,NA,NA,https://www.facebook.com/115522827019743,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=115522827019743&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BIJ1,Double Check,
1471515466307161,BVNL Noardeast-Fryslân,NA,NA,NA,https://www.facebook.com/1471515466307161,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1471515466307161&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BVNL,Double Check,
105881151555946,Antoinette Roetgerink lijst CDA nr 61,NA,NA,NA,https://www.facebook.com/105881151555946,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105881151555946&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
102659231774493,Bart van den Brink,NA,NA,NA,https://www.facebook.com/102659231774493,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102659231774493&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
569095910244859,CDA Alkmaar,NA,NA,NA,https://www.facebook.com/569095910244859,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=569095910244859&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
